"targetId","targetSymbol","targetName","biotype","maxLiteratureEvidencePhenotype","maxLiteratureEvidenceCount","chronic obstructive pulmonary disease","glaucoma","hypertension","rheumatoid arthritis","obesity","age-related macular degeneration","heart disease","osteoporosis","chronic kidney disease","atherosclerosis","longevity","lipid measurement","lean body mass","grip strength measurement","cognitive decline measurement","delirium","heel bone mineral density","adult onset asthma","chronic pain","alzheimers disease","type 2 diabetes","osteoarthritis","parkinsons disease","metabolic syndrome","adiponectin measurement","gait measurement","healthspan","stroke","idiopathic pulmonary fibrosis","frailty measurement","lewy body dementia","cartilage thickness measurement","neurodegeneration","HGNC","PDB","GenAge.ID","GenAge.URL","CellAge.senescence_effect","n_hallmarks","goHallmarks","goHallmarkTerms","AB","OC","PR","SM","overallMultimorbidityCount"
"ENSG00000143924","EML4","EMAP like 4","protein coding",NA,NA,0.47,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,0.43,0.37,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1316","4CGC",NA,NA,NA,NA,NA,NA,"No_Evidence","Clinical_Precedence","Discovery_Opportunity","Clinical_Precedence",4
"ENSG00000164116","GUCY1A1","guanylate cyclase 1 soluble subunit alpha 1","protein coding","heart disease",18,NA,NA,0.76,NA,NA,NA,0.75,NA,NA,0.11,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4685","3UVJ, 4NI2, 6JT0, 6JT1, 6JT2",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Clinical_Precedence",4
"ENSG00000240583","AQP1","aquaporin 1 (Colton blood group)","protein coding","osteoporosis",2,NA,NA,0.01,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"633","1FQY, 1H6I, 1IH5, 4CSK, 6POJ",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","Predicted_Tractable",2
"ENSG00000073060","SCARB1","scavenger receptor class B member 1","protein coding","atherosclerosis",195,0,NA,0,NA,NA,NA,0.63,0,0.01,0.01,NA,0.85,NA,NA,NA,NA,NA,NA,NA,0.52,0.01,0.02,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1664",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000134569","LRP4","LDL receptor related protein 4","protein coding","osteoarthritis",1,NA,NA,NA,0,NA,NA,0.02,NA,NA,0.01,NA,0.11,NA,NA,NA,NA,0.51,NA,NA,NA,0.02,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6696",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000171056","SOX7","SRY-box transcription factor 7","protein coding","hypertension",1,NA,NA,0.42,NA,NA,NA,NA,NA,NA,0.32,NA,0.45,0.22,NA,NA,NA,NA,NA,NA,NA,0.13,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18196",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",6
"ENSG00000172572","PDE3A","phosphodiesterase 3A","protein coding","hypertension",22,NA,NA,0.85,NA,NA,NA,0.37,NA,0,0.02,NA,0.82,0.75,NA,NA,0.01,NA,NA,NA,0,0.48,0.01,NA,NA,0.57,NA,NA,0.75,0,NA,NA,NA,NA,"8778","1LRC, 7KWE, 7L27, 7L28, 7L29, 7LRC, 7LRD",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",7
"ENSG00000253276","CCDC71L","coiled-coil domain containing 71 like","protein coding",NA,NA,NA,NA,0.56,NA,NA,NA,0.47,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26685",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000167549","CORO6","coronin 6","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21356","7KYX",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000168928","CTRB2","chymotrypsinogen B2","protein coding","type 2 diabetes",2,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2522",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",2
"ENSG00000021762","OSBPL5","oxysterol binding protein like 5","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16392",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",1
"ENSG00000128918","ALDH1A2","aldehyde dehydrogenase 1 family member A2","protein coding","osteoarthritis",9,NA,NA,NA,NA,NA,0.68,0.62,NA,NA,NA,NA,0.82,NA,0.48,NA,NA,NA,NA,NA,0.37,0.42,0.47,NA,0.58,NA,NA,NA,0.6,NA,NA,NA,NA,NA,"15472","4X2Q, 6ALJ, 6B5G, 6B5H, 6B5I",NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",9
"ENSG00000198700","IPO9","importin 9","protein coding","type 2 diabetes",1,NA,NA,0.31,NA,NA,0.05,0.33,NA,NA,NA,NA,0.43,0.57,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19425","6N1Z",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",6
"ENSG00000032219","ARID4A","AT-rich interaction domain 4A","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9885","2LCC, 2MAM, 2YRV, 6BPH, 6L87",NA,NA,NA,1,"Epigenetic alteration","histone modification","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000077782","FGFR1","fibroblast growth factor receptor 1","protein coding","hypertension",11,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.17,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3688","1AGW, 1CVS, 1EVT, 1FGI, 1FGK, 1FQ9, 1XR0, 2CR3, 2FGI, 3C4F, 3DPK, 3GQI, 3GQL, 3JS2, 3KRJ, 3KRL, 3KXX, 3KY2, 3OJV, 3RHX, 3TT0, 4F63, 4F64, 4F65, 4NK9, 4NKA, 4NKS, 4RWI, 4RWJ, 4RWK, 4RWL, 4UWB, 4UWC, 4UWY, 4V01, 4V04, 4V05, 4WUN, 4ZSA, 5A46, 5A4C, 5AM6, 5AM7, 5B7V, 5EW8, 5FLF, 5O49, 5O4A, 5UQ0, 5UR1, 5VND, 5W21, 5W59, 5Z0S, 5ZV2, 6C18, 6C19, 6C1B, 6C1C, 6C1O, 6ITJ, 6MZQ, 6MZW, 6NVL, 6P68, 6P69",169,"https://genomics.senescence.info/genes/entry.php?hgnc=FGFR1",NA,NA,NA,NA,"Predicted_Tractable_(H)","Clinical_Precedence","Literature_Precedence","Clinical_Precedence",4
"ENSG00000078142","PIK3C3","phosphatidylinositol 3-kinase catalytic subunit type 3","protein coding","type 2 diabetes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.43,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,"8974","3IHY, 3LS8, 4OYS, 4PH4, 4UWF, 4UWG, 4UWH, 4UWK, 4UWL, 5ANL, 5ENN, 6I3U, 6YKG, 7BL1",NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000096696","DSP","desmoplakin","protein coding","heart disease",167,0.46,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,0.04,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,"3052","1LM5, 1LM7, 3R6N, 5DZZ",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",4
"ENSG00000099889","ARVCF","ARVCF delta catenin family member","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.07,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"728",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000138639","ARHGAP24","Rho GTPase activating protein 24","protein coding",NA,NA,NA,0,NA,NA,NA,0,0.55,NA,NA,NA,NA,0.15,NA,NA,NA,NA,0.7,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25361",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000108219","TSPAN14","tetraspanin 14","protein coding",NA,NA,0.32,NA,NA,0.21,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23303",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",5
"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma","protein coding","type 2 diabetes",1168,NA,NA,NA,NA,0.89,NA,NA,NA,NA,NA,NA,0.79,0.66,NA,NA,NA,0.56,NA,NA,NA,0.81,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,"9236","1FM6, 1FM9, 1I7I, 1K74, 1KNU, 1NYX, 1PRG, 1RDT, 1WM0, 1ZEO, 1ZGY, 2ATH, 2F4B, 2FVJ, 2G0G, 2G0H, 2GTK, 2HFP, 2HWQ, 2HWR, 2I4J, 2I4P, 2I4Z, 2OM9, 2P4Y, 2POB, 2PRG, 2Q59, 2Q5P, 2Q5S, 2Q61, 2Q6R, 2Q6S, 2Q8S, 2QMV, 2VSR, 2VST, 2VV0, 2VV1, 2VV2, 2VV3, 2VV4, 2XKW, 2YFE, 2ZK0, 2ZK1, 2ZK2, 2ZK3, 2ZK4, 2ZK5, 2ZK6, 2ZNO, 2ZVT, 3ADS, 3ADT, 3ADU, 3ADV, 3ADW, 3ADX, 3AN3, 3AN4, 3B0Q, 3B0R, 3B1M, 3B3K, 3BC5, 3CDP, 3CDS, 3CS8, 3CWD, 3D6D, 3DZU, 3DZY, 3E00, 3ET0, 3ET3, 3FEJ, 3FUR, 3G9E, 3GBK, 3H0A, 3HO0, 3HOD, 3IA6, 3K8S, 3KMG, 3LMP, 3NOA, 3OSI, 3OSW, 3PBA, 3PO9, 3PRG, 3QT0, 3R5N, 3R8A, 3R8I, 3S9S, 3SZ1, 3T03, 3TY0, 3U9Q, 3V9T, 3V9V, 3V9Y, 3VJH, 3VJI, 3VN2, 3VSO, 3VSP, 3WJ4, 3WJ5, 3WMH, 3X1H, 3X1I, 4A4V, 4A4W, 4CI5, 4E4K, 4E4Q, 4EM9, 4EMA, 4F9M, 4FGY, 4HEE, 4JAZ, 4JL4, 4L96, 4L98, 4O8F, 4OJ4, 4PRG, 4PVU, 4PWL, 4R06, 4R2U, 4R6S, 4XLD, 4XTA, 4XUH, 4XUM, 4Y29, 4YT1, 5AZV, 5DSH, 5DV3, 5DV6, 5DV8, 5DVC, 5DWL, 5F9B, 5GTN, 5GTO, 5GTP, 5HZC, 5JI0, 5LSG, 5TTO, 5TWO, 5U5L, 5UGM, 5WQX, 5WR0, 5WR1, 5Y2O, 5Y2T, 5YCN, 5YCP, 5Z5S, 5Z6S, 6AD9, 6AN1, 6AUG, 6AVI, 6C1I, 6C5Q, 6C5T, 6D3E, 6D8X, 6D94, 6DBH, 6DCU, 6DGL, 6DGO, 6DGP, 6DGQ, 6DGR, 6DH9, 6DHA, 6E5A, 6ENQ, 6F2L, 6FZF, 6FZG, 6FZJ, 6FZP, 6FZY, 6ICJ, 6IJR, 6IJS, 6ILQ, 6IZM, 6IZN, 6JEY, 6JF0, 6JQ7, 6K0T, 6KTM, 6KTN, 6L89, 6L8B, 6MCZ, 6MD0, 6MD1, 6MD2, 6MD4, 6MS7, 6O67, 6O68, 6ONI, 6ONJ, 6PDZ, 6QJ5, 6T1S, 6T1V, 6T6B, 6T9C, 6TDC, 6TSG, 6VZL, 6VZM, 6VZN, 6VZO, 6Y3U, 6ZLY, 7AHJ, 7AWC, 7AWD, 7EFQ, 7JQG, 7LOT",263,"https://genomics.senescence.info/genes/entry.php?hgnc=PPARG",NA,3,"Inflammation, Immune response, Nutrient signalling","inflammatory response, immune response, response to nutrient levels","No_Evidence","No_Evidence","Discovery_Opportunity","Clinical_Precedence",6
"ENSG00000163453","IGFBP7","insulin like growth factor binding protein 7","protein coding","heart disease",32,NA,NA,NA,NA,NA,0.05,0.58,NA,NA,NA,NA,0.67,0.07,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5476",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",5
"ENSG00000166436","TRIM66","tripartite motif containing 66","protein coding",NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,0.62,0.69,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29005","6IET, 6IEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"ENSG00000175426","PCSK1","proprotein convertase subtilisin/kexin type 1","protein coding","obesity",107,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,0.33,0.83,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8743",NA,NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",4
"ENSG00000189403","HMGB1","high mobility group box 1","protein coding","heart disease",318,NA,0,NA,NA,NA,NA,0,0.01,0,0,NA,0.43,0.09,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4983","2LY4, 2RTU, 2YRQ, 6CG0, 6CIJ, 6CIK, 6CIL, 6CIM, 6OEM, 6OEN, 6OEO",176,"https://genomics.senescence.info/genes/entry.php?hgnc=HMGB1","Inhibits",2,"Immune response, Inflammation","immune response, inflammatory response","Predicted_Tractable_(H)","Clinical_Precedence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000122194","PLG","plasminogen","protein coding","heart disease",194,NA,NA,0.05,NA,0,NA,0.58,0,NA,0.12,0.52,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,0.07,0.12,NA,NA,NA,NA,NA,"9071","1B2I, 1BML, 1BUI, 1CEA, 1CEB, 1DDJ, 1HPJ, 1HPK, 1I5K, 1KI0, 1KRN, 1L4D, 1L4Z, 1PK4, 1PKR, 1PMK, 1QRZ, 1RJX, 2DOH, 2DOI, 2KNF, 2L0S, 2PK4, 3UIR, 4A5T, 4CIK, 4DCB, 4DUR, 4DUU, 5HPG, 5UGD, 5UGG, 6D3X, 6D3Y, 6D3Z, 6D40, 6OG4, 6OQJ, 6OQK, 6Q1U, 6UZ4, 6UZ5",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","Clinical_Precedence","Discovery_Opportunity","Clinical_Precedence",8
"ENSG00000124762","CDKN1A","cyclin dependent kinase inhibitor 1A","protein coding","chronic obstructive pulmonary disease",22,0.38,NA,NA,NA,0.03,0,0.54,NA,0,0.02,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1784","1AXC, 2ZVV, 2ZVW, 4RJF, 5E0U, 6CBI, 6CEJ, 6CIV, 6CIX, 6P8H",284,"https://genomics.senescence.info/genes/entry.php?hgnc=CDKN1A","Induces",2,"Cellular senescence, Nutrient signalling","cellular senescence, response to nutrient levels","No_Evidence","No_Evidence","Discovery_Opportunity","Predicted_Tractable",3
"ENSG00000141753","IGFBP4","insulin like growth factor binding protein 4","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5473","1WQJ, 2DSP, 2DSQ, 2DSR",NA,NA,NA,2,"Nutrient signalling, Inflammation","IGF receptor signaling pathway, inflammatory response","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Predicted_Tractable",1
"ENSG00000120262","CCDC170","coiled-coil domain containing 170","protein coding","osteoporosis",2,NA,NA,0.53,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21177",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",3
"ENSG00000134825","TMEM258","transmembrane protein 258","protein coding","metabolic syndrome",1,NA,NA,NA,0.14,NA,NA,0.13,NA,NA,NA,NA,0.66,NA,NA,NA,NA,0.26,0.07,NA,NA,0.18,NA,NA,0.05,NA,NA,NA,0.05,NA,NA,NA,NA,NA,"1164","6S7O, 6S7T",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",8
"ENSG00000155096","AZIN1","antizyme inhibitor 1","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16432","4ZGZ",NA,NA,NA,1,"Proteostasis","protein catabolic process","No_Evidence","No_Evidence","Discovery_Opportunity","Predicted_Tractable",2
"ENSG00000175787","ZNF169","zinc finger protein 169","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12957",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",2
"ENSG00000188266","HYKK","hydroxylysine kinase","protein coding","chronic obstructive pulmonary disease",4,0.61,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,"34403",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000019995","ZRANB1","zinc finger RANBP2-type containing 1","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,"18224","3ZRH, 5AF6",NA,NA,NA,1,"Proteostasis","protein catabolic process","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000127152","BCL11B","BAF chromatin remodeling complex subunit BCL11B","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13222",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",1
"ENSG00000140829","DHX38","DEAH-box helicase 38","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,0.04,0.52,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17211","5YZG, 6ZYM, 7A5P",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000153820","SPHKAP","SPHK1 interactor, AKAP domain containing","protein coding","type 2 diabetes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30619",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000183578","TNFAIP8L3","TNF alpha induced protein 8 like 3","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20620","4Q9V",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000120833","SOCS2","suppressor of cytokine signaling 2","protein coding","heart disease",8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.79,NA,NA,NA,0.1,NA,NA,NA,0.5,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19382","2C9W, 4JGH, 5BO4, 6I4X, 6I5J, 6I5N",271,"https://genomics.senescence.info/genes/entry.php?hgnc=SOCS2",NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000135744","AGT","angiotensinogen","protein coding","hypertension",4677,NA,NA,0.85,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"333","1N9U, 1N9V, 2JP8, 2WXW, 2X0B, 3CK0, 3WOO, 3WOR, 4AA1, 4APH, 4FYS, 5E2Q, 5M3X, 5M3Y, 5XJM, 6I3F, 6I3I, 6JOD, 6OS0, 7C6A",NA,NA,"Induces",1,"Inflammation","inflammatory response","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Predicted_Tractable",2
"ENSG00000140470","ADAMTS17","ADAM metallopeptidase with thrombospondin type 1 motif 17","protein coding","heart disease",2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.49,0.73,0.48,NA,NA,NA,NA,NA,NA,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17109",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase","protein coding","obesity",1247,0,NA,0.43,0,0.73,NA,0.39,0,0.33,0,NA,0.64,0.66,0.56,NA,NA,0.52,NA,NA,NA,0.53,0.51,NA,0.41,NA,0.33,NA,0.32,NA,NA,NA,NA,NA,"24678","3LFM, 4CXW, 4CXX, 4CXY, 4IDZ, 4IE0, 4IE4, 4IE5, 4IE6, 4IE7, 4QHO, 4QKN, 4ZS2, 4ZS3, 5DAB, 5F8P, 5ZMD, 6AEJ, 6AK4, 6AKW",NA,NA,NA,1,"Epigenetic alteration","DNA methylation or demethylation","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",13
"ENSG00000146535","GNA12","G protein subunit alpha 12","protein coding","type 2 diabetes",3,0.49,NA,NA,0.43,NA,NA,0.02,NA,NA,NA,NA,NA,0.7,0.4,NA,NA,0.29,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4380",NA,NA,NA,NA,1,"Proteostasis","protein catabolic process, proteasomal degradation","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",6
"ENSG00000152601","MBNL1","muscleblind like splicing regulator 1","protein coding","heart disease",98,NA,NA,NA,NA,0,0,0.28,NA,0,NA,NA,0.32,0.19,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6923","3D2N, 3D2Q, 3D2S, 5U6H, 5U6L, 5U9B",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Predicted_Tractable",4
"ENSG00000079308","TNS1","tensin 1","protein coding","chronic obstructive pulmonary disease",7,0.72,0,NA,NA,NA,NA,0.56,NA,0.01,0,NA,NA,0.51,NA,NA,NA,0.43,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11973",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",5
"ENSG00000108771","DHX58","DExH-box helicase 58","protein coding","heart disease",3,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29517","2RQA, 2W4R, 3EQT",NA,NA,NA,1,"Immune response","immune response","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000108823","SGCA","sarcoglycan alpha","protein coding","heart disease",70,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10805",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","No_Evidence","No_Evidence",2
"ENSG00000204217","BMPR2","bone morphogenetic protein receptor type 2","protein coding","hypertension",922,NA,NA,0.93,NA,NA,NA,0.93,NA,NA,NA,NA,0.38,0.25,NA,0.19,NA,0.05,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1078","2HLQ, 3G2F",NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",7
